emapt_50_ms=36.608
emapt_90_ms=84.765
emapt_100_ms=96.444
coverage_curve_ms,coverage_fraction
20.524,0.053
24.799,0.105
29.860,0.158
30.068,0.211
31.479,0.263
32.958,0.316
33.566,0.368
35.088,0.421
36.608,0.474
36.713,0.526
54.961,0.579
64.557,0.632
65.345,0.684
65.903,0.737
74.297,0.789
79.226,0.842
84.765,0.895
94.797,0.947
96.444,1.000
