emapt_50_ms=10.092
emapt_90_ms=37.255
emapt_100_ms=41.374
coverage_curve_ms,coverage_fraction
6.477,0.111
6.481,0.222
9.903,0.333
10.092,0.444
34.334,0.556
34.538,0.667
35.885,0.778
37.255,0.889
41.374,1.000
