emapt_50_ms=7.186
emapt_90_ms=15.083
emapt_100_ms=1039.937
coverage_curve_ms,coverage_fraction
4.888,0.111
5.203,0.222
6.896,0.333
7.186,0.444
7.304,0.556
8.483,0.667
11.242,0.778
15.083,0.889
1039.937,1.000
