emapt_50_ms=83.366
emapt_90_ms=121.421
emapt_100_ms=135.722
coverage_curve_ms,coverage_fraction
30.177,0.053
30.857,0.105
33.445,0.158
57.350,0.211
63.153,0.263
65.606,0.316
71.819,0.368
73.434,0.421
83.366,0.474
94.154,0.526
97.045,0.579
97.218,0.632
99.549,0.684
100.231,0.737
100.531,0.789
103.888,0.842
121.421,0.895
127.979,0.947
135.722,1.000
