emapt_50_ms=14.188
emapt_90_ms=18.344
emapt_100_ms=22.574
coverage_curve_ms,coverage_fraction
9.416,0.111
9.562,0.222
10.308,0.333
14.188,0.444
14.289,0.556
14.303,0.667
17.365,0.778
18.344,0.889
22.574,1.000
