emapt_50_ms=27.323
emapt_90_ms=39.809
emapt_100_ms=1047.768
coverage_curve_ms,coverage_fraction
13.117,0.053
13.272,0.105
15.004,0.158
19.176,0.211
19.259,0.263
20.155,0.316
23.318,0.368
23.531,0.421
27.323,0.474
27.329,0.526
28.547,0.579
31.422,0.632
31.956,0.684
35.340,0.737
36.386,0.789
36.595,0.842
39.809,0.895
1046.571,0.947
1047.768,1.000
