emapt_50_ms=1634.271
emapt_90_ms=1652.101
emapt_100_ms=1664.546
coverage_curve_ms,coverage_fraction
1604.432,0.111
1614.027,0.222
1619.729,0.333
1634.271,0.444
1640.749,0.556
1645.714,0.667
1647.967,0.778
1652.101,0.889
1664.546,1.000
