emapt_50_ms=354.809
emapt_90_ms=367.858
emapt_100_ms=371.104
coverage_curve_ms,coverage_fraction
328.999,0.111
331.225,0.222
336.794,0.333
354.809,0.444
357.014,0.556
360.623,0.667
367.213,0.778
367.858,0.889
371.104,1.000
