emapt_50_ms=33.125
emapt_90_ms=66.334
emapt_100_ms=1034.773
coverage_curve_ms,coverage_fraction
16.921,0.053
17.152,0.105
18.943,0.158
24.469,0.211
29.077,0.263
30.110,0.316
32.237,0.368
32.239,0.421
33.125,0.474
33.133,0.526
33.276,0.579
35.262,0.632
37.194,0.684
50.980,0.737
54.602,0.789
65.206,0.842
66.334,0.895
69.145,0.947
1034.773,1.000
