emapt_50_ms=78.268
emapt_90_ms=118.873
emapt_100_ms=147.810
coverage_curve_ms,coverage_fraction
25.091,0.053
42.149,0.105
43.975,0.158
47.048,0.211
52.703,0.263
68.356,0.316
70.342,0.368
75.909,0.421
78.268,0.474
81.205,0.526
81.403,0.579
81.465,0.632
82.276,0.684
91.309,0.737
93.840,0.789
101.819,0.842
118.873,0.895
121.214,0.947
147.810,1.000
