emapt_50_ms=178.820
emapt_90_ms=202.046
emapt_100_ms=209.986
coverage_curve_ms,coverage_fraction
144.707,0.053
157.864,0.105
161.754,0.158
167.951,0.211
170.931,0.263
173.745,0.316
174.846,0.368
176.869,0.421
178.820,0.474
180.475,0.526
181.934,0.579
185.773,0.632
189.756,0.684
189.805,0.737
193.749,0.789
197.873,0.842
202.046,0.895
205.765,0.947
209.986,1.000
