emapt_50_ms=36.295
emapt_90_ms=52.199
emapt_100_ms=57.636
coverage_curve_ms,coverage_fraction
10.355,0.062
10.355,0.125
11.683,0.188
20.254,0.250
25.823,0.312
31.791,0.375
35.388,0.438
36.295,0.500
41.427,0.562
41.949,0.625
45.600,0.688
45.798,0.750
46.340,0.812
52.199,0.875
53.572,0.938
57.636,1.000
