emapt_50_ms=8.092
emapt_90_ms=215.416
emapt_100_ms=217.799
coverage_curve_ms,coverage_fraction
1.027,0.111
3.220,0.222
5.352,0.333
8.092,0.444
10.477,0.556
23.030,0.667
25.244,0.778
215.416,0.889
217.799,1.000
