emapt_50_ms=12.651
emapt_90_ms=46.912
emapt_100_ms=52.034
coverage_curve_ms,coverage_fraction
3.594,0.053
5.550,0.105
6.372,0.158
8.631,0.211
9.313,0.263
9.768,0.316
10.531,0.368
12.591,0.421
12.651,0.474
12.953,0.526
14.683,0.579
15.448,0.632
18.302,0.684
18.323,0.737
44.859,0.789
46.129,0.842
46.912,0.895
49.010,0.947
52.034,1.000
