emapt_50_ms=24.014
emapt_90_ms=111.491
emapt_100_ms=1152.315
coverage_curve_ms,coverage_fraction
0.879,0.071
8.469,0.143
9.088,0.214
14.947,0.286
15.221,0.357
23.997,0.429
24.014,0.500
24.143,0.571
32.410,0.643
42.714,0.714
47.535,0.786
111.491,0.857
112.502,0.929
1152.315,1.000
