emapt_50_ms=9.802
emapt_90_ms=19.568
emapt_100_ms=28.701
coverage_curve_ms,coverage_fraction
8.922,0.167
8.958,0.333
9.802,0.500
11.602,0.667
19.568,0.833
28.701,1.000
