emapt_50_ms=1056.863
emapt_90_ms=1075.451
emapt_100_ms=1080.908
coverage_curve_ms,coverage_fraction
1013.719,0.111
1035.917,0.222
1053.281,0.333
1056.863,0.444
1066.911,0.556
1073.216,0.667
1075.196,0.778
1075.451,0.889
1080.908,1.000
