emapt_50_ms=21.978
emapt_90_ms=33.854
emapt_100_ms=58.920
coverage_curve_ms,coverage_fraction
13.563,0.071
14.332,0.143
15.661,0.214
18.217,0.286
20.030,0.357
21.941,0.429
21.978,0.500
23.163,0.571
26.287,0.643
30.166,0.714
30.228,0.786
33.854,0.857
38.550,0.929
58.920,1.000
