emapt_50_ms=3.264
emapt_90_ms=422.322
emapt_100_ms=430.625
coverage_curve_ms,coverage_fraction
0.873,0.111
2.573,0.222
2.960,0.333
3.264,0.444
4.886,0.556
9.609,0.667
24.373,0.778
422.322,0.889
430.625,1.000
