emapt_50_ms=7.602
emapt_90_ms=39.728
emapt_100_ms=48.480
coverage_curve_ms,coverage_fraction
2.329,0.111
4.176,0.222
6.143,0.333
7.602,0.444
22.521,0.556
24.131,0.667
28.009,0.778
39.728,0.889
48.480,1.000
