emapt_50_ms=5.386
emapt_90_ms=124.956
emapt_100_ms=132.970
coverage_curve_ms,coverage_fraction
0.739,0.111
1.025,0.222
4.267,0.333
5.386,0.444
8.317,0.556
13.055,0.667
16.277,0.778
124.956,0.889
132.970,1.000
