emapt_50_ms=17.529
emapt_90_ms=247.595
emapt_100_ms=257.243
coverage_curve_ms,coverage_fraction
3.320,0.056
5.635,0.111
6.864,0.167
7.356,0.222
9.750,0.278
11.999,0.333
14.090,0.389
16.656,0.444
17.529,0.500
19.593,0.556
23.818,0.611
27.592,0.667
31.791,0.722
229.141,0.778
242.529,0.833
247.595,0.889
248.655,0.944
257.243,1.000
