emapt_50_ms=14.835
emapt_90_ms=30.628
emapt_100_ms=1037.744
coverage_curve_ms,coverage_fraction
3.783,0.071
6.720,0.143
7.627,0.214
7.764,0.286
8.174,0.357
11.108,0.429
14.835,0.500
15.127,0.571
17.896,0.643
19.073,0.714
21.884,0.786
30.628,0.857
31.467,0.929
1037.744,1.000
