emapt_50_ms=24.424
emapt_90_ms=2945.885
emapt_100_ms=2963.935
coverage_curve_ms,coverage_fraction
2.604,0.053
11.955,0.105
18.127,0.158
24.016,0.211
24.258,0.263
24.260,0.316
24.324,0.368
24.326,0.421
24.424,0.474
35.767,0.526
36.367,0.579
38.111,0.632
38.821,0.684
42.151,0.737
2920.685,0.789
2934.728,0.842
2945.885,0.895
2960.264,0.947
2963.935,1.000
