emapt_50_ms=31.490
emapt_90_ms=1030.200
emapt_100_ms=1089.539
coverage_curve_ms,coverage_fraction
3.658,0.053
6.580,0.105
7.179,0.158
7.221,0.211
13.886,0.263
21.096,0.316
21.622,0.368
25.741,0.421
31.490,0.474
38.590,0.526
46.744,0.579
77.699,0.632
77.874,0.684
83.353,0.737
85.627,0.789
1023.209,0.842
1030.200,0.895
1087.700,0.947
1089.539,1.000
