emapt_50_ms=7.772
emapt_90_ms=24.699
emapt_100_ms=1022.017
coverage_curve_ms,coverage_fraction
4.149,0.111
5.483,0.222
7.242,0.333
7.772,0.444
18.254,0.556
18.391,0.667
23.867,0.778
24.699,0.889
1022.017,1.000
