emapt_50_ms=1049.004
emapt_90_ms=2067.499
emapt_100_ms=2092.734
coverage_curve_ms,coverage_fraction
1037.978,0.111
1046.938,0.222
1047.037,0.333
1049.004,0.444
2056.802,0.556
2060.708,0.667
2064.573,0.778
2067.499,0.889
2092.734,1.000
