emapt_50_ms=1044.218
emapt_90_ms=1056.638
emapt_100_ms=1058.277
coverage_curve_ms,coverage_fraction
1027.614,0.125
1035.140,0.250
1040.800,0.375
1044.218,0.500
1047.020,0.625
1055.461,0.750
1056.638,0.875
1058.277,1.000
