emapt_50_ms=42.530
emapt_90_ms=139.249
emapt_100_ms=142.543
coverage_curve_ms,coverage_fraction
0.873,0.071
8.911,0.143
21.580,0.214
22.810,0.286
31.344,0.357
42.112,0.429
42.530,0.500
44.958,0.571
49.698,0.643
61.773,0.714
66.921,0.786
139.249,0.857
139.577,0.929
142.543,1.000
