emapt_50_ms=25.862
emapt_90_ms=57.076
emapt_100_ms=76.888
coverage_curve_ms,coverage_fraction
8.344,0.071
11.452,0.143
15.687,0.214
19.486,0.286
21.839,0.357
23.456,0.429
25.862,0.500
40.605,0.571
52.029,0.643
53.118,0.714
56.765,0.786
57.076,0.857
59.939,0.929
76.888,1.000
