emapt_50_ms=13.345
emapt_90_ms=1028.899
emapt_100_ms=1033.247
coverage_curve_ms,coverage_fraction
5.871,0.111
7.180,0.222
8.160,0.333
13.345,0.444
13.567,0.556
33.401,0.667
34.953,0.778
1028.899,0.889
1033.247,1.000
