emapt_50_ms=12.645
emapt_90_ms=49.962
emapt_100_ms=1020.661
coverage_curve_ms,coverage_fraction
2.343,0.071
3.780,0.143
4.219,0.214
4.270,0.286
4.994,0.357
6.423,0.429
12.645,0.500
18.093,0.571
46.744,0.643
49.351,0.714
49.874,0.786
49.962,0.857
1018.381,0.929
1020.661,1.000
