emapt_50_ms=13.997
emapt_90_ms=21.985
emapt_100_ms=33.045
coverage_curve_ms,coverage_fraction
2.681,0.053
3.732,0.105
4.109,0.158
6.019,0.211
6.880,0.263
7.194,0.316
9.971,0.368
10.071,0.421
13.997,0.474
14.112,0.526
15.188,0.579
17.981,0.632
17.991,0.684
18.101,0.737
18.322,0.789
21.975,0.842
21.985,0.895
26.040,0.947
33.045,1.000
