emapt_50_ms=10.526
emapt_90_ms=300.956
emapt_100_ms=308.013
coverage_curve_ms,coverage_fraction
2.890,0.111
7.648,0.222
8.022,0.333
10.526,0.444
13.029,0.556
13.695,0.667
21.720,0.778
300.956,0.889
308.013,1.000
