emapt_50_ms=27.674
emapt_90_ms=35.728
emapt_100_ms=36.472
coverage_curve_ms,coverage_fraction
26.166,0.111
26.483,0.222
27.138,0.333
27.674,0.444
27.820,0.556
31.166,0.667
34.788,0.778
35.728,0.889
36.472,1.000
