emapt_50_ms=2062.878
emapt_90_ms=2082.462
emapt_100_ms=2086.466
coverage_curve_ms,coverage_fraction
2056.663,0.111
2057.837,0.222
2061.923,0.333
2062.878,0.444
2067.400,0.556
2075.340,0.667
2079.103,0.778
2082.462,0.889
2086.466,1.000
