emapt_50_ms=13.931
emapt_90_ms=145.869
emapt_100_ms=163.281
coverage_curve_ms,coverage_fraction
1.498,0.111
8.453,0.222
10.463,0.333
13.931,0.444
16.855,0.556
25.092,0.667
28.253,0.778
145.869,0.889
163.281,1.000
