emapt_50_ms=10.705
emapt_90_ms=1031.426
emapt_100_ms=1040.770
coverage_curve_ms,coverage_fraction
1.535,0.111
4.011,0.222
10.141,0.333
10.705,0.444
25.071,0.556
28.721,0.667
34.800,0.778
1031.426,0.889
1040.770,1.000
