emapt_50_ms=30.325
emapt_90_ms=49.879
emapt_100_ms=81.586
coverage_curve_ms,coverage_fraction
14.101,0.053
18.295,0.105
18.557,0.158
22.259,0.211
22.523,0.263
26.404,0.316
27.046,0.368
30.318,0.421
30.325,0.474
30.419,0.526
31.546,0.579
35.410,0.632
38.257,0.684
38.492,0.737
38.598,0.789
42.569,0.842
49.879,0.895
56.825,0.947
81.586,1.000
