emapt_50_ms=13.081
emapt_90_ms=1019.745
emapt_100_ms=1026.163
coverage_curve_ms,coverage_fraction
3.914,0.111
7.591,0.222
11.205,0.333
13.081,0.444
19.582,0.556
33.032,0.667
33.529,0.778
1019.745,0.889
1026.163,1.000
