emapt_50_ms=29.110
emapt_90_ms=30.792
emapt_100_ms=75.284
coverage_curve_ms,coverage_fraction
10.956,0.053
25.535,0.105
25.844,0.158
27.862,0.211
28.045,0.263
28.827,0.316
28.961,0.368
28.984,0.421
29.110,0.474
29.134,0.526
29.255,0.579
29.446,0.632
29.567,0.684
29.735,0.737
30.246,0.789
30.406,0.842
30.792,0.895
48.232,0.947
75.284,1.000
