emapt_50_ms=16.720
emapt_90_ms=40.013
emapt_100_ms=1011.297
coverage_curve_ms,coverage_fraction
6.285,0.111
8.450,0.222
8.628,0.333
16.720,0.444
18.500,0.556
20.410,0.667
28.213,0.778
40.013,0.889
1011.297,1.000
