emapt_50_ms=4.910
emapt_90_ms=76.843
emapt_100_ms=83.236
coverage_curve_ms,coverage_fraction
1.106,0.111
1.113,0.222
1.457,0.333
4.910,0.444
9.273,0.556
9.770,0.667
13.361,0.778
76.843,0.889
83.236,1.000
