emapt_50_ms=29.140
emapt_90_ms=62.490
emapt_100_ms=1038.729
coverage_curve_ms,coverage_fraction
0.961,0.071
2.136,0.143
3.214,0.214
3.331,0.286
12.163,0.357
25.759,0.429
29.140,0.500
32.467,0.571
35.925,0.643
45.191,0.714
49.538,0.786
62.490,0.857
1038.431,0.929
1038.729,1.000
