emapt_50_ms=1037.067
emapt_90_ms=1046.124
emapt_100_ms=2033.876
coverage_curve_ms,coverage_fraction
1005.987,0.111
1030.003,0.222
1032.313,0.333
1037.067,0.444
1038.982,0.556
1043.487,0.667
1045.155,0.778
1046.124,0.889
2033.876,1.000
