emapt_50_ms=1082.000
emapt_90_ms=1090.344
emapt_100_ms=1098.049
coverage_curve_ms,coverage_fraction
1037.016,0.111
1043.956,0.222
1071.223,0.333
1082.000,0.444
1082.194,0.556
1088.320,0.667
1089.597,0.778
1090.344,0.889
1098.049,1.000
