emapt_50_ms=1036.276
emapt_90_ms=1044.591
emapt_100_ms=1045.511
coverage_curve_ms,coverage_fraction
1022.295,0.083
1023.606,0.167
1028.441,0.250
1029.332,0.333
1032.257,0.417
1036.276,0.500
1037.329,0.583
1041.339,0.667
1041.350,0.750
1044.591,0.833
1045.044,0.917
1045.511,1.000
