emapt_50_ms=15.881
emapt_90_ms=24.930
emapt_100_ms=27.421
coverage_curve_ms,coverage_fraction
3.130,0.071
5.484,0.143
6.562,0.214
7.330,0.286
10.567,0.357
13.650,0.429
15.881,0.500
15.904,0.571
16.517,0.643
20.603,0.714
21.899,0.786
24.930,0.857
26.096,0.929
27.421,1.000
