emapt_50_ms=14.380
emapt_90_ms=342.648
emapt_100_ms=350.475
coverage_curve_ms,coverage_fraction
3.213,0.053
3.971,0.105
4.470,0.158
6.501,0.211
6.628,0.263
9.431,0.316
10.958,0.368
14.315,0.421
14.380,0.474
18.779,0.526
32.219,0.579
33.304,0.632
36.061,0.684
42.718,0.737
332.341,0.789
340.935,0.842
342.648,0.895
347.661,0.947
350.475,1.000
