emapt_50_ms=24.700
emapt_90_ms=1676.650
emapt_100_ms=1798.891
coverage_curve_ms,coverage_fraction
2.805,0.071
7.108,0.143
14.796,0.214
15.310,0.286
18.102,0.357
21.473,0.429
24.700,0.500
32.061,0.571
35.849,0.643
36.934,0.714
41.974,0.786
1676.650,0.857
1759.476,0.929
1798.891,1.000
