emapt_50_ms=11.011
emapt_90_ms=1030.719
emapt_100_ms=1042.974
coverage_curve_ms,coverage_fraction
2.565,0.111
3.078,0.222
9.876,0.333
11.011,0.444
12.514,0.556
15.636,0.667
1027.217,0.778
1030.719,0.889
1042.974,1.000
