emapt_50_ms=11.022
emapt_90_ms=23.570
emapt_100_ms=31.430
coverage_curve_ms,coverage_fraction
4.463,0.053
4.730,0.105
5.363,0.158
5.824,0.211
7.315,0.263
7.720,0.316
10.235,0.368
10.463,0.421
11.022,0.474
13.647,0.526
13.799,0.579
14.311,0.632
17.828,0.684
18.019,0.737
19.363,0.789
22.413,0.842
23.570,0.895
25.704,0.947
31.430,1.000
