emapt_50_ms=12.944
emapt_90_ms=21.919
emapt_100_ms=1035.017
coverage_curve_ms,coverage_fraction
4.150,0.071
8.356,0.143
8.778,0.214
9.237,0.286
10.039,0.357
10.976,0.429
12.944,0.500
13.098,0.571
13.371,0.643
14.635,0.714
18.643,0.786
21.919,0.857
1032.206,0.929
1035.017,1.000
