emapt_50_ms=1037.699
emapt_90_ms=1046.366
emapt_100_ms=1064.106
coverage_curve_ms,coverage_fraction
1025.175,0.125
1028.657,0.250
1035.630,0.375
1037.699,0.500
1039.902,0.625
1044.173,0.750
1046.366,0.875
1064.106,1.000
