emapt_50_ms=2089.457
emapt_90_ms=2097.646
emapt_100_ms=2105.244
coverage_curve_ms,coverage_fraction
2050.048,0.062
2052.606,0.125
2066.061,0.188
2068.450,0.250
2073.535,0.312
2079.660,0.375
2080.741,0.438
2089.457,0.500
2089.836,0.562
2089.936,0.625
2094.383,0.688
2094.440,0.750
2094.483,0.812
2097.646,0.875
2099.723,0.938
2105.244,1.000
