emapt_50_ms=14.049
emapt_90_ms=34.162
emapt_100_ms=48.229
coverage_curve_ms,coverage_fraction
2.592,0.053
3.821,0.105
6.501,0.158
6.554,0.211
7.992,0.263
9.771,0.316
11.584,0.368
14.044,0.421
14.049,0.474
17.520,0.526
21.304,0.579
23.901,0.632
27.216,0.684
29.826,0.737
32.255,0.789
33.519,0.842
34.162,0.895
37.800,0.947
48.229,1.000
