emapt_50_ms=1041.578
emapt_90_ms=2046.814
emapt_100_ms=2051.402
coverage_curve_ms,coverage_fraction
1025.275,0.083
1026.596,0.167
1036.776,0.250
1037.732,0.333
1039.538,0.417
1041.578,0.500
1043.071,0.583
1043.805,0.667
1053.321,0.750
2046.814,0.833
2050.041,0.917
2051.402,1.000
