emapt_50_ms=22.815
emapt_90_ms=33.724
emapt_100_ms=38.178
coverage_curve_ms,coverage_fraction
12.951,0.062
13.755,0.125
15.523,0.188
19.186,0.250
19.491,0.312
19.601,0.375
21.715,0.438
22.815,0.500
24.660,0.562
25.741,0.625
28.714,0.688
29.700,0.750
31.142,0.812
33.724,0.875
33.747,0.938
38.178,1.000
