emapt_50_ms=2121.191
emapt_90_ms=2133.725
emapt_100_ms=2141.327
coverage_curve_ms,coverage_fraction
2093.859,0.062
2101.520,0.125
2110.505,0.188
2111.973,0.250
2112.553,0.312
2120.181,0.375
2120.702,0.438
2121.191,0.500
2121.743,0.562
2122.657,0.625
2125.655,0.688
2128.707,0.750
2129.181,0.812
2133.725,0.875
2137.259,0.938
2141.327,1.000
