emapt_50_ms=30.013
emapt_90_ms=35.943
emapt_100_ms=49.367
coverage_curve_ms,coverage_fraction
18.338,0.083
18.399,0.167
19.799,0.250
22.411,0.333
25.878,0.417
30.013,0.500
30.952,0.583
32.067,0.667
34.199,0.750
35.943,0.833
40.959,0.917
49.367,1.000
