emapt_50_ms=34.391
emapt_90_ms=45.260
emapt_100_ms=50.362
coverage_curve_ms,coverage_fraction
20.849,0.053
21.080,0.105
21.483,0.158
23.326,0.211
26.395,0.263
28.201,0.316
29.005,0.368
30.366,0.421
34.391,0.474
34.397,0.526
34.436,0.579
34.576,0.632
37.482,0.684
37.484,0.737
38.465,0.789
42.421,0.842
45.260,0.895
46.220,0.947
50.362,1.000
