emapt_50_ms=1041.044
emapt_90_ms=1048.896
emapt_100_ms=1053.445
coverage_curve_ms,coverage_fraction
1027.369,0.083
1029.402,0.167
1031.697,0.250
1036.191,0.333
1040.758,0.417
1041.044,0.500
1042.515,0.583
1045.648,0.667
1046.127,0.750
1048.896,0.833
1051.969,0.917
1053.445,1.000
